Make,Model,Model w/ Mark w/ Edition,Production From,Production To,Legacy Note,GUID,Facelift Of GUID
Mazda,5,5 II,05,08,,b67baa6c-bfb3-404d-ad56-2523199646e0,
Mazda,5,5 II,08,10,Facelift,235f311b-27b0-47e7-a4e7-6287aa0229ac,
Mazda,5,5 III,10,,,70e20497-4107-48a3-b04a-52518dd6c50a,
Mazda,6 Sedan,6 I Sedan,04,08,,756e4da1-56d1-403b-bee3-e726ece8beb6,
Mazda,6,6 I Hatchback,04,08,,e2feaad9-844e-4cee-b19e-4a27bd43f653,
Mazda,6 Wagon,6 I Wagon,05,08,,e8594dec-5139-4a65-9a39-12d31646ada1,
Mazda,6 Sedan,6 II Sedan,08,10,,75f3e142-2bdc-4978-8299-886fc6d6c25f,
Mazda,6,6 II Hatchback,08,10,,64c2588b-9ed1-407b-96e3-a7bd7f6248a4,
Mazda,6 Wagon,6 II Wagon,08,10,,c351690d-210e-4562-abf7-c91066002af7,
Mazda,6 Sedan,6 II Sedan,10,,Facelift,47cecd8f-b92a-4fac-8392-cb6c77c697dc,
Mazda,6,6 II Hatchback,10,,Facelift,8ec7d7e0-53ff-4a6f-a463-4e0bf686e338,
Mazda,6 Wagon,6 II Wagon,10,,Facelift,dcc5fe12-e3b2-434e-8c4d-8a7cdf9b9a93,
Mazda,6 Sedan,6 III Sedan,13,,,2c2c2b91-7b1e-40b2-9bbd-fcb14b415c3a,
Mazda,6 Wagon,6 III Wagon,13,,,71af5af0-3ea3-43d3-8ca8-f2c31bf596a9,
Mazda,CX3,CX3 I,16,,,40668806-d0ea-43b2-b3bc-21e280c446b1,
Mazda,CX5,CX5,12,,,3a7e8de7-e3a7-430e-a5c1-232718b8d64b,
Mazda,CX7,CX7,06,09,,baacded9-0ee8-46aa-928c-d013899aef40,
Mazda,CX7,CX7,09,,Facelift,acaaddae-4432-40cd-9024-229eabb37049,
Mazda,CX9,CX9,06,,,324931bc-4b48-4e91-8389-ef678fa81413,
Mazda,Tribute,Tribute I,00,08,,bbd39e0c-556e-49d8-bd1e-41b9d46a3d83,
Mazda,Tribute,Tribute II,08,,,2977df89-e094-449f-8572-1340d196d991,
Mazda,MX-5,MX-5 III Hardtop,05,08,,72b50549-317a-4259-afed-0e026dd842b9,
Mazda,MX-5,MX-5 III Roadster,06,08,,efec4fdb-8519-4092-b5fb-ffda2f6485fd,
Mazda,MX-5,MX-5 III Hardtop,08,,Facelift,1ff73d75-1a63-467c-b49b-4dd628aafa5c,
Mazda,MX-5,MX-5 III Roadster,08,,Facelift,d8e52003-3d52-4129-a5b5-c0625aeb87bb,
Mazda,MX-5,MX-5 IV,15,,,1b60d1e3-b7ea-4bbf-b61d-c115d7a34562,
Chevrolet,Aveo Sedan,Aveo I Sedan,03,06,,177ee46b-19e6-4b3e-9f45-2427564bb4c5,
Chevrolet,Aveo,Aveo I,03,08,,d99ae271-c123-4127-96da-b5df46c2ab22,
Chevrolet,Aveo Coupé,Aveo I Coupé,03,08,,003171ad-31ef-40c1-b54e-c3b407966599,
Chevrolet,Aveo Sedan,Aveo I Sedan,06,11,Facelift,efffb66e-881c-4479-ac2a-7aebb6968f00,
Chevrolet,Aveo,Aveo I,08,10,Facelift,6d0cac28-1769-408a-b40f-25ab0fc09dee,
Chevrolet,Aveo Coupé,Aveo I Coupé,08,,Facelift,c16acdc0-9b05-4af0-807e-1c56a5c12598,
Chevrolet,Aveo Sedan,Aveo II Sedan,11,,,c149aa7f-dd63-475a-b236-d456c433f1bb,
Chevrolet,Aveo,Aveo II,10,,,cfc0d658-74f2-4908-be11-9f4cbbd3d807,
Chevrolet,Captiva,Captiva I,06,11,,67c504cb-64a6-44fd-803a-4d45a3766681,
Chevrolet,Captiva,Captiva I,11,,Facelift,561e3685-a52b-47ad-a472-23f8c3f9dd95,
Chevrolet,Cruze,Cruze I,11,,,7563ad1e-70cc-416b-a628-4315ca983609,
Chevrolet,Epica,Epica,06,11,,c7b3bfdc-fe68-4071-8e4f-f7c18d2ae60d,
Chevrolet,Kalos Sedan,Kalos Sedan,03,06,,d8250ef9-c5cb-4958-a919-ce70f9b7da42,
Chevrolet,Kalos,Kalos,03,08,,eab597fc-20fe-4d86-90cc-4d7f6f41a7a8,
Chevrolet,Kalos Coupé,Kalos Coupé,03,08,,e1ed4b47-a46e-4bcd-89b1-5a9503b8bdaa,
Chevrolet,Lacetti Sedan,Lacetti I Sedan,04,,,4e740b42-ff06-4d1f-bc33-1df8eca9b53d,
Chevrolet,Lacetti,Lacetti I,04,,,429d9fb7-660b-4ec5-a749-e27c96091e5a,
Chevrolet,Lacetti Wagon,Lacetti I Wagon,04,,,98504c3f-6842-4e6c-844e-2ae405e73fa5,
Chevrolet,Lanos,Lanos,05,09,,f5737514-f722-40ff-8d80-2516b420dcad,
Chevrolet,Nexia,Nexia,08,,,90350da0-fbe1-4584-8165-076b2df80c09,
Chevrolet,Nubira Sedan,Nubira I Sedan,04,,,4c56c82a-f43d-4d3c-b956-6875ae53fe7d,
Chevrolet,Nubira,Nubira I,04,,,6d0de1cb-22a2-4bf9-9dc5-ccbd7b7278ec,
Chevrolet,Nubira Wagon,Nubira I Wagon,04,,,7cb14e4b-1e7a-45ad-9318-1c4ba58405b8,
Chevrolet,Rezzo,Rezzo,04,08,,c5eafbc6-3d05-4dc0-83bd-dfae26820119,
Chevrolet,Spark,Spark I,98,08,,83a156b6-9876-47df-adcb-3ba048bec0bc,
Chevrolet,Spark,Spark II,07,09,,01ff264e-cef5-4a2c-b060-f1ef0feb9d01,
Chevrolet,Spark,Spark III,09,,,4565ba51-6930-4ea9-9660-271b23dddf97,
Chevrolet,Trax,Trax,13,,,f14c3ed9-f7be-495b-868a-1fe482e24cf1,
Chevrolet,Orlando,Orlando,09,,,e13c293c-ad23-4ee6-b8f9-90063ce22295,
Chevrolet,Camaro,Camaro,09,,,30c108ae-a6b8-4ef6-b363-70945d821595,
Chevrolet,Camaro,Camaro SS,09,,,d930a390-5e7c-45a2-a969-833da0b762e3,
Chevrolet,Camaro Convertible,Camaro,10,,,fb809580-5bb8-41db-9fcb-ac058fa44271,
Chevrolet,Camaro Convertible,Camaro SS Convertible,10,,,70e570b6-3c6b-49d1-b05e-2cd023d2a06c,
Chevrolet,Camaro,Camaro ZL1,11,,,1cebc36a-d513-4266-90f2-b46d18db6603,
Chevrolet,Camaro Convertible,Camaro ZL1 Convertible,12,,,9fa7c8fd-8c96-49be-a9d3-264a7928e35c,
Chrysler,Crossfire,Crossfire,03,07,,d87900bd-a199-4d21-bbc5-d1fb56c2fb9d,
Chrysler,Crossfire,Crossfire,03,07,SRT6,e0357bca-ac64-47d2-9efe-33eb01eae2c0,
Chrysler,Crossfire Cabrio,Crossfire Cabrio,03,07,,d1a5a53e-7e3e-4b60-91d8-a95a5e69905a,
Chrysler,Crossfire Cabrio,Crossfire Cabrio,03,07,SRT6,3c49e27c-c54f-4d1f-bb08-2117c8a8047c,
Chrysler,Grand Voyager,Grand Voyager I,88,90,,d6f462af-7820-4bf0-b0a7-7a248c679cd9,
Chrysler,Grand Voyager,Grand Voyager II,91,95,,19af021f-e418-4393-b43b-90ff8bbbd133,
Chrysler,Grand Voyager,Grand Voyager III,96,00,,edae8664-b8ed-4b97-8f3d-b9fb99f62a11,
Chrysler,Grand Voyager,Grand Voyager IV,01,07,,45aaf5ba-9b86-43b4-99b5-c99fa153d47e,
Chrysler,Grand Voyager,Grand Voyager V,08,,,a3cba8d2-b763-4efd-b365-fcb3b42e6390,
Chrysler,Neon Sedan,Neon I Sedan,95,99,,0204dd3c-9d1a-4b35-b316-830e8b7bb0f8,
Chrysler,Neon Coupé,Neon I Coupé,95,99,,176ac569-8406-48f2-a00b-df62d1d82728,
Chrysler,Neon Sedan,Neon II Sedan,00,05,,25304098-2b63-4a3e-b758-4eb7ad8e0ec5,
Chrysler,PT Cruiser,PT Cruiser,00,10,,69db89c0-d47a-46eb-b2fd-16c37211eee3,
Chrysler,PT Cruiser Convertible,PT Cruiser Convertible,00,10,,42c8423c-897e-459b-ba7f-6e7ec6e09bf4,
Chrysler,Sebring,Sebring I Coupé,95,00,,605f6f9a-2f75-4586-b661-2885554cde4c,
Chrysler,Sebring Convertible,Sebring I Convertible,95,00,,c2585898-169f-43ad-a912-2a00e1c92282,
Chrysler,Sebring,Sebring II Coupé,01,05,,7c3d5713-1e3a-4614-a0af-f88038e43ce4,
Chrysler,Sebring Convertible,Sebring II Convertible,01,06,,ac302b4a-e7f2-4909-88c8-cdf2d74cf679,
Chrysler,Sebring,Sebring III Coupé,07,10,,1f20710b-90bf-44f3-b1f2-0c55c4d97962,
Chrysler,Sebring Convertible,Sebring III Convertible,07,10,,b4567be3-e76a-475a-99a5-995d538c17fa,
Chrysler,Stratus,Stratus I,95,00,,de5a5750-3ffe-42cc-a3d2-212d7c2a798e,
Chrysler,Stratus,Stratus II,01,06,,5e1a6aaa-7ab9-431e-8b4b-efe2b21dd40e,
Chrysler,300M,300M,99,04,,26204ada-8202-4075-b783-4ba7ea973add,
Chrysler,300C,300C I,04,07,2WD,d74c76f1-52e6-4ed5-8a78-4c8ad5ef63ca,
Chrysler,300C,300C I,04,07,4WD,7e2f3c17-8dc1-42e9-97ed-ac9f39672e11,
Chrysler,300C Touring,300C I Touring,04,07,2WD,56ded8b0-691f-4e26-bbb8-f555fa7d7424,
Chrysler,300C Touring,300C I Touring,04,07,4WD,042adcb2-0808-4c80-a3a1-5488ca4243e6,
Chrysler,300C,300C I,05,08,SRT8,11803b87-30f5-4a9d-a947-df3eb3ab98fc,
Chrysler,300C,300C I,07,10,2WD Facelift,6b44f87a-60d8-4e6a-adb2-5c0b2cfd725c,
Chrysler,300C,300C I,07,10,4WD Facelift,cb7fb98b-f79f-4c9e-a78d-6150d6383995,
Chrysler,300C,300C I,07,10,SRT8 Facelift,b203879f-3df7-48ee-966a-7bdc89579c08,
Chrysler,300C Touring,300C I Touring,07,10,2WD Facelift,9d0c2087-29f0-493c-a0e2-cb3b1cb36910,
Chrysler,300C Touring,300C I Touring,07,10,4WD Facelift,a7a7132c-8146-4b6f-8af5-5f73d9cd827b,
Chrysler,300C,300C II,10,,,10dbd95b-0074-44ca-966f-6934f6708451,
Dacia,Duster,Duster I,10,13,,884da687-8ce4-449a-acb3-de303b3bc4e0,
Dacia,Duster,Duster I,13,16,Facelift,7b8b4dbf-0191-49f9-84ae-c858811308cd,884da687-8ce4-449a-acb3-de303b3bc4e0
Dacia,Duster,Duster II,16,,,2be31a13-2a8f-4f14-a5c8-cadcdf4bb77f,
Dacia,Duster,Duster II Fiskal,16,,,50ac2e67-ef5f-48ca-b606-cc970425520c,
Dacia,Duster,Duster II,21,,Facelift,0299569b-05ef-43da-8a82-1b66f721435d,2be31a13-2a8f-4f14-a5c8-cadcdf4bb77f
Dacia,Logan,Logan I,04,08,,1d5545ee-1486-41b7-9150-5fd55ceaad0e,
Dacia,Logan,Logan I MCV,04,08,,46a2efb5-a5e2-426c-b912-87f6ae970f38,
Dacia,Logan,Logan I Van,07,12,,c8a47da7-92b1-44d2-9be3-ea109dfa9a12,
Dacia,Logan,Logan I,08,12,Facelift,30ce1626-4d1a-49db-badc-da7d19e33670,
Dacia,Logan,Logan I MCV,08,13,Facelift,a038fca1-8630-45e5-a6d8-37e71cda58c2,
Dacia,Logan,Logan II,12,16,,282741c5-62e8-4c60-940c-19a39106dceb,
Dacia,Logan,Logan II MCV,13,16,,36fc21e8-7126-4ef9-b527-04d862495602,
Dacia,Logan,Logan II,16,,Facelift,a77d718c-6d3a-4b44-8c66-41bb70e22d42,
Dacia,Logan,Logan II MCV,16,,Facelift,8b8a702b-c8bc-4fdd-b8e8-eb379d47bb4c,
Dacia,Logan,Logan II MCV Stepway,16,,Facelift,deed63ff-0e98-4f57-9dab-40a25bb679b4,
Dacia,Logan,Logan III,20,,,6b8a4875-462c-4923-894e-65a1f5f0c5a7,
Dacia,Sandero,Sandero I,07,12,,40d4016e-d0da-4d39-96b6-7daf95bfd6d2,
Dacia,Sandero,Sandero I Stepway,08,12,,ee1c6d3c-f43e-4a22-b146-ffa45b391bd3,
Dacia,Sandero,Sandero II,12,15,,5e51be8f-dff3-4482-87e6-799afdd37ab4,
Dacia,Sandero,Sandero II Stepway,12,15,,613c187e-0f62-4d49-8058-4c8f3039a532,
Dacia,Sandero,Sandero II,15,20,Facelift,e0ff0feb-ac78-4636-bf09-c5b1de05f0ab,
Dacia,Sandero,Sandero II Stepway,15,20,Facelift,e5938885-6807-46ec-a060-f7ed138a306a,
Dacia,Sandero,Sandero III,20,22,,9c4b8d84-377a-4cd3-bae5-e37d2a9932a3,
Dacia,Sandero,Sandero III Stepway,20,22,,d9e0c5e0-1576-4315-8154-d01572fa7680,
Dacia,Sandero,Sandero III,22,,Facelift,d381d362-ccda-47bb-adb8-6172dc8271ee,9c4b8d84-377a-4cd3-bae5-e37d2a9932a3
Dacia,Sandero,Sandero III Stepway,22,,Facelift,2786bde8-1df1-4a75-b4ee-63a46da4a39f,d9e0c5e0-1576-4315-8154-d01572fa7680
Dacia,Lodgy,Lodgy,12,,,d93d89b7-322d-4795-80d1-e504bd4e8155,
Dacia,Lodgy Stepway,Lodgy Stepway,14,,,6f2ceb67-93fb-4ccf-bd3e-c5d4861808e2,
Dacia,Dokker,Dokker I,12,,,b245b4d4-bf9d-4895-af2a-38e838c4cc24,
Dacia,Dokker Van,Dokker I Van,12,16,,ce4979df-66f4-4530-9695-3093e97e9146,
Dacia,Dokker Stepway,Dokker I Stepway,14,,,08cadc9b-c7db-4811-8b4f-7956d079a1ba,
Dacia,Spring,Spring,21,,,9b435dbd-65f5-4bac-8fec-0280791b29e6,
Dacia,Jogger,Jogger I,21,,,01a785ac-4a38-4787-baf0-061a73083e56,
Dacia,Jogger,Jogger I Extreme,21,,,04d16925-c750-4a58-8f5d-5e84a29ee645,
Hyundai,Accent,Accent I,94,96,,c5d5c2db-c1fe-4c55-9096-8724ed426899,
Hyundai,Accent,Accent I 5D,94,96,,2e0a2097-8482-437c-a474-7f4ae3ea5da0,
Hyundai,Accent,Accent I 3D,94,96,,ab9c33d0-ba05-456b-8777-afe19030b42d,
Hyundai,Accent,Accent I,96,00,Facelift,21be8e51-e03d-472f-95c2-d94c3c57fd6a,c5d5c2db-c1fe-4c55-9096-8724ed426899
Hyundai,Accent,Accent I 5D,96,00,Facelift,7655598f-8093-4cde-a378-73bc4a0602d4,2e0a2097-8482-437c-a474-7f4ae3ea5da0
Hyundai,Accent,Accent I 3D,96,00,Facelift,90c64d88-15e0-443e-8db1-ef0dabcd5ea0,ab9c33d0-ba05-456b-8777-afe19030b42d
Hyundai,Accent,Accent II,00,03,,838dd64f-b571-46da-83b1-5eca967c29c7,
Hyundai,Accent,Accent II 5D,00,03,,c97a27e6-9d0f-4249-9796-6aed83f0f05f,
Hyundai,Accent,Accent II 3D,00,03,,035da535-e80d-4cc7-a6e5-3ef2cdb7cb06,
Hyundai,Accent,Accent II,03,05,Facelift,83fd0913-ee72-44c8-8efa-cc72f04197a1,838dd64f-b571-46da-83b1-5eca967c29c7
Hyundai,Accent,Accent II 5D,03,05,Facelift,191310fe-996d-43ab-918c-c8976d8d5ea8,c97a27e6-9d0f-4249-9796-6aed83f0f05f
Hyundai,Accent,Accent II 3D,03,05,Facelift,a2ca1367-2c5f-4b00-97ae-bb2f3efbcfea,035da535-e80d-4cc7-a6e5-3ef2cdb7cb06
Hyundai,Accent,Accent III,05,10,,e5412b05-7269-43c0-9d2a-889987c70dde,
Hyundai,Accent,Accent III 3D,05,10,,087f18de-49ac-4ac1-8f87-7d34fa68eb99,
Hyundai,Atos,Atos I,97,99,,1aa7bdee-07ae-4057-a976-7f188788e297,
Hyundai,Atos,Atos I,99,03,Facelift,3d3c1779-6534-4324-aea9-e1e1bf6f474b,1aa7bdee-07ae-4057-a976-7f188788e297
Hyundai,Atos,Atos I,03,07,Facelift,b65849da-6585-49fb-9c6d-4e0c8a2d6dd6,3d3c1779-6534-4324-aea9-e1e1bf6f474b
Hyundai,Coupe,Coupe I,96,99,,93744de7-3279-45a8-ad3e-b6cecf0a7d9c,
Hyundai,Coupe,Coupe I,99,00,Facelift,9720a9cc-021e-48da-8a78-effa2ff40819,93744de7-3279-45a8-ad3e-b6cecf0a7d9c
Hyundai,Coupe,Coupe II,01,05,,8882c2ea-e4eb-4351-9eae-27fb008712b8,
Hyundai,Coupe,Coupe II,05,07,Facelift,b583fd18-81af-4a30-8da9-ff0058607d54,8882c2ea-e4eb-4351-9eae-27fb008712b8
Hyundai,Coupe,Coupe II,07,08,Facelift,a382b923-702e-4b01-b17b-1c77a0c702d1,b583fd18-81af-4a30-8da9-ff0058607d54
Hyundai,Elantra,Elantra I,90,93,,8ee18629-893d-4fa0-8b64-b418e0a0529f,
Hyundai,Elantra,Elantra I,93,94,Facelift,c99489aa-0e67-42d2-8a9d-5330010b568a,8ee18629-893d-4fa0-8b64-b418e0a0529f
Hyundai,Elantra,Elantra I,94,95,Facelift,411d2343-4d6e-4b3e-bccb-b7792a82cc1e,c99489aa-0e67-42d2-8a9d-5330010b568a
Hyundai,Elantra,Elantra II,96,98,,87f085e6-3a06-4b8e-998a-16b621bda329,
Hyundai,Elantra,Elantra II Wagon,96,98,,2652603a-852b-449f-9f17-2a624a08ebb3,
Hyundai,Elantra,Elantra II,98,00,Facelift,6defdaed-77d1-45c2-b3c9-fc37a9eb47e7,87f085e6-3a06-4b8e-998a-16b621bda329
Hyundai,Elantra,Elantra II Wagon,98,00,Facelift,b5ee37af-f367-4f98-82e0-0bf007834ce6,2652603a-852b-449f-9f17-2a624a08ebb3
Hyundai,Elantra,Elantra III,00,03,,bf39cf18-eea3-4470-bb8f-c49ccd7d8858,
Hyundai,Elantra,Elantra III Hatchback,00,03,,d88b34e8-81fe-4c93-8667-576ff2b68c55,
Hyundai,Elantra,Elantra III,03,06,Facelift,78c8d3cb-f288-45dc-aa5e-1e8cb8a54b6c,bf39cf18-eea3-4470-bb8f-c49ccd7d8858
Hyundai,Elantra,Elantra III Hatchback,03,06,Facelift,426cf72b-dacc-4366-b022-664bd060daa2,d88b34e8-81fe-4c93-8667-576ff2b68c55
Hyundai,Elantra,Elantra IV,06,10,,6fe62b33-0c62-4efc-8938-390417b9eb38,
Hyundai,Genesis,Genesis I,08,11,,7d004239-9e86-4bb4-8207-3085a85b1449,
Hyundai,Genesis,Genesis I,11,13,Facelift,4ce8382e-6dfa-419d-b8e8-a94f7e74cb45,7d004239-9e86-4bb4-8207-3085a85b1449
Hyundai,Genesis,Genesis II,13,16,,4fa060bb-902a-406f-b534-b13ac3ad3b60,
Hyundai,Genesis Coupe,Genesis Coupe,08,11,,cc257502-0642-46d0-9fed-558c9863e470,
Hyundai,Genesis Coupe,Genesis Coupe,11,,Facelift,43a70383-fd3b-4ae8-861f-c873c5e77f95,cc257502-0642-46d0-9fed-558c9863e470
Hyundai,Getz,Getz 5D,02,05,,bc1644ea-dff7-4ddd-83fc-d4d50ffa0c92,
Hyundai,Getz,Getz 3D,02,05,,62ffcb90-1fda-422a-9478-2570240209ee,
Hyundai,Getz,Getz 5D,05,11,Facelift,5ef3a01a-b754-409f-9e38-b420041550c1,bc1644ea-dff7-4ddd-83fc-d4d50ffa0c92
Hyundai,Getz,Getz 3D,05,11,Facelift,0e48cf42-2ebc-47dd-ba51-ebf022150cbf,62ffcb90-1fda-422a-9478-2570240209ee
Hyundai,Grandeur,Grandeur IV,05,09,,9edc9376-8417-49e5-8ac3-bb04c23c7c77,
Hyundai,Grandeur,Grandeur IV,09,11,Facelift,6a14b761-5f23-4ec2-ba01-4be4b36766d5,9edc9376-8417-49e5-8ac3-bb04c23c7c77
Hyundai,Grandeur,Grandeur V,11,13,,2fa5e320-70a4-4a68-9a2f-240ccf231891,
Hyundai,Grandeur,Grandeur V,13,16,Facelift,b197edc4-91ac-40a9-841f-9f14e67cba7b,2fa5e320-70a4-4a68-9a2f-240ccf231891
Hyundai,Grand Santa Fe,Grand Santa Fe,12,16,,c758943f-f3d8-4cb7-a60f-d18d53f4771f,
Hyundai,Grand Santa Fe,Grand Santa Fe,16,,Facelift,36b92aae-e567-4871-b185-24d10d9acd9c,c758943f-f3d8-4cb7-a60f-d18d53f4771f
Hyundai,H-1,H-1 I Van,97,04,,215d0e7e-bccc-449c-926d-dad53b0239f1,
Hyundai,H-1,H-1 I Wagon,97,04,,eb411591-c72b-40d1-9ec6-c04e2261c2b8,
Hyundai,H-1,H-1 I Van,04,07,Facelift,0c7df549-8e6e-4ff6-aa5e-57a2bf5363f0,215d0e7e-bccc-449c-926d-dad53b0239f1
Hyundai,H-1,H-1 I Wagon,04,07,Facelift,007799d4-335e-4591-b54f-b5cc0babb6d4,eb411591-c72b-40d1-9ec6-c04e2261c2b8
Hyundai,H-1,H-1 II Van,07,,,c719e55e-f78a-402e-9171-45310506c12d,
Hyundai,H-1,H-1 II Tour,07,,,5b507587-c2e7-4c4b-b2f8-98eef0f38204,
Hyundai,H350,H350 I Van 5.5M,15,,,f7238ccc-772b-452a-85f1-90f2d6db0e45,
Hyundai,H350,H350 I Van 6.2M,15,,,c55683fa-e485-46c2-b261-9a87209bfef7,
Hyundai,H350,H350 I Bus,15,,,831084a5-0cb1-4c80-a1fd-3f0258da5f65,
Hyundai,i10,i10 I,07,10,,7ca57d58-0ac2-438d-949a-40b3b872ffa7,
Hyundai,i10,i10 I,10,13,Facelift,bcf777c0-dae3-462e-b61e-6e5fde712fb4,7ca57d58-0ac2-438d-949a-40b3b872ffa7
Hyundai,i10,i10 II,13,16,,e906c7ee-335b-4ab2-afcb-eb9f36d70e17,
Hyundai,i10,i10 II,16,19,Facelift,87c4be66-2a5b-43f5-bb78-1fc13a59e8fb,e906c7ee-335b-4ab2-afcb-eb9f36d70e17
Hyundai,i10,i10 III,19,,,966f78e5-6168-4d5e-ad5a-954f293d01f9,
Hyundai,i20,i20 I 5D,08,12,,3ac002e0-4e90-4050-ad60-d3e6b97223be,
Hyundai,i20,i20 I 3D,08,12,,8eec566a-f80e-4b16-9653-d1580c7a8a92,
Hyundai,i20,i20 I 5D,12,14,Facelift,6d246a4f-8110-486b-ab4a-8e9c3792d2f7,3ac002e0-4e90-4050-ad60-d3e6b97223be
Hyundai,i20,i20 I 3D,12,14,Facelift,21d6490a-d83c-4082-96c3-2f8c08feded4,8eec566a-f80e-4b16-9653-d1580c7a8a92
Hyundai,i20,i20 II 5D,14,18,,dedf4dff-b1e3-4445-a557-8e336f567e2d,
Hyundai,i20,i20 II 3D,14,18,,404c8a5a-ef9b-46b5-8bb1-aff655cdd283,
Hyundai,i20,i20 II Active,15,18,,c475f92b-3ed2-4c31-9fdb-799cbe0270dd,
Hyundai,i20,i20 II 5D,18,21,Facelift,63c641a5-0c8f-438e-913d-e43471db48e6,dedf4dff-b1e3-4445-a557-8e336f567e2d
Hyundai,i20,i20 III 5D,21,,,402d31fe-c2d0-483b-8528-7d1f0134119a,
Hyundai,i30,i30 I,07,10,,8e2bc09b-6f09-4aa0-bc0c-528bcfe2d92a,
Hyundai,i30,i30 I CW,07,10,,20373937-8ccb-4519-962e-e50b24fc1c2c,
Hyundai,i30,i30 I,10,12,Facelift,dd47f182-42fa-4f43-bd11-d2c10f0d8366,8e2bc09b-6f09-4aa0-bc0c-528bcfe2d92a
Hyundai,i30,i30 I CW,10,12,Facelift,f2182fec-a9d5-4eda-a507-9cce5f79bbb1,20373937-8ccb-4519-962e-e50b24fc1c2c
Hyundai,i30,i30 II 5D,12,15,,f0de6063-68c9-435e-a94a-621750a8b971,
Hyundai,i30,i30 II 3D,12,15,,36c192f8-ed9c-4e07-8593-1a71706bd464,
Hyundai,i30,i30 II CW,12,15,,6b437cd7-ee69-4fc3-a173-02d7f0193d8c,
Hyundai,i30,i30 II 5D,15,17,Facelift,361c62fa-eb55-43bc-b2b6-e98573685ae2,f0de6063-68c9-435e-a94a-621750a8b971
Hyundai,i30,i30 II 5D Turbo,15,17,,6d505544-5530-422b-a5f2-23f19972d578,
Hyundai,i30,i30 II 3D,15,17,Facelift,1f14661d-f13e-4fcb-99e9-3c71d1fe926f,36c192f8-ed9c-4e07-8593-1a71706bd464
Hyundai,i30,i30 II 3D Turbo,15,17,Facelift,e3ef3fc8-dc05-4325-93a3-a92f531f1a84,36c192f8-ed9c-4e07-8593-1a71706bd464
Hyundai,i30,i30 II CW,15,17,Facelift,14dc0c2a-93f6-4f29-be50-3516ac4f3a9e,6b437cd7-ee69-4fc3-a173-02d7f0193d8c
Hyundai,i30,i30 III,17,,,5854d00e-e478-4f71-9a70-0cfbf1104097,
Hyundai,i30,i30 III N,17,,,aae4ca92-fff3-4375-91a4-dc00924c98e6,
Hyundai,i30,i30 III CW,17,,,a978ba9d-def0-45a6-9d8f-167401b18795,
Hyundai,i40,i40,11,15,,9eb62391-d1b2-4e8a-99d9-67294ab0d308,
Hyundai,i40,i40 Combi,11,15,,7aa90dd4-73a8-4fa7-94db-23401c0b855e,
Hyundai,i40,i40,15,,Facelift,a14718ad-bf9b-4a48-a272-99d1b2fdb381,9eb62391-d1b2-4e8a-99d9-67294ab0d308
Hyundai,i40,i40 Combi,15,,Facelift,286d5d49-c30e-4039-b4a8-38d0f0095bf1,7aa90dd4-73a8-4fa7-94db-23401c0b855e
Hyundai,ix20,ix20 I,10,15,,4fe91b4d-aee6-401e-bb8d-33e76c964e3c,
Hyundai,ix20,ix20 I,15,,Facelift,c08058ee-6120-470a-be69-93234c9f6ea1,4fe91b4d-aee6-401e-bb8d-33e76c964e3c
Hyundai,ix35,ix35,10,13,,1c16845f-fb99-48ec-83f1-a292aef363ac,
Hyundai,ix35,ix35,13,15,Facelift,84838d07-aff1-4a59-adcf-5072020531b2,1c16845f-fb99-48ec-83f1-a292aef363ac
Hyundai,ix55,ix55,08,12,,a8810a19-489c-4e1c-95c5-5991f3396cd2,
Hyundai,IONIQ,IONIQ,15,,,04b7e57f-f46e-4dbd-9742-e90847341ecc,
Hyundai,Kona,Kona I,17,,,0f959ecc-06e7-4673-b1ce-d35f7b051c45,
Hyundai,Matrix,Matrix I,01,05,,2681bec7-df4c-4fe2-a039-ddb838501f4a,
Hyundai,Matrix,Matrix I,05,08,Facelift,eca12d73-f902-47fa-94c1-9ecad576a64b,2681bec7-df4c-4fe2-a039-ddb838501f4a
Hyundai,Matrix,Matrix I,08,10,Facelift,f336fb59-27c0-4a70-8783-819bd705002c,eca12d73-f902-47fa-94c1-9ecad576a64b
Hyundai,Santa Fe,Santa Fe I,01,04,,e6e8867b-8c95-406c-b086-e82a4f022d35,
Hyundai,Santa Fe,Santa Fe I,04,06,Facelift,e0384ea2-8a5c-456f-919d-94b7e129321a,e6e8867b-8c95-406c-b086-e82a4f022d35
Hyundai,Santa Fe,Santa Fe II,07,,,13e6527a-32fa-425e-9a71-944ca2bbfcb3,
Hyundai,Santa Fe,Santa Fe II,10,,Facelift,990f5205-2af1-4988-b48b-4e270f980de7,13e6527a-32fa-425e-9a71-944ca2bbfcb3
Hyundai,Santa Fe,Santa Fe III,12,16,,a8989b37-a786-4e98-8ec5-0e79b50bf9f6,
Hyundai,Santa Fe,Santa Fe III,16,,Facelift,4d569f24-09bc-4ffd-a54f-6743cbe11276,a8989b37-a786-4e98-8ec5-0e79b50bf9f6
Hyundai,Sonata,Sonata IV,98,01,,a8c1ff1e-2c3f-4ab5-84ee-88097b9ce821,
Hyundai,Sonata,Sonata IV,01,05,Facelift,0c51b160-645f-4608-865f-b62d681db78f,a8c1ff1e-2c3f-4ab5-84ee-88097b9ce821
Hyundai,Sonata,Sonata V,04,07,,1310aa5c-8a00-45e8-824c-667ee5cb6c33,
